"id","country","publication_date","source","source_type","headline"
593,"Germany","2014-09-15","Frankfurter Rundschau","Print","AfD setzt sich vorerst fest"
594,"Germany","2006-02-17","taz","Print","18 Flüchtlinge gerettet;
in kürze HAVARIE IN DER ÄGÄIS"
595,"Spain","2016-12-28","El Pais","Print","El PP quiere que los inmigrantes respeten los valores europeos"
596,"Spain","2005-10-14","El Pais","Print","Europa-Africa"
597,"Spain","2004-02-10","El Pais","Print","CC OO afirma que algunos inmigrantes solo cobran 10 euros al dia en la aceituna"
598,"UK","2014-10-27","The Guardian","Print","Manus Island asylum seeker writes to UN in bid to access healthcare;
Asylum seeker says he will lose an eye injured in detention centre unrest and is
being kept from specialist care"
599,"UK","2003-02-14","Daily Mirror","Print","ASYLUM WAR;
 BLUNKETT FIGHTS BROWN OVER POUNDS 858M CRISIS PLAN"
600,"Germany","2002-03-05","taz","Print","Zuwanderung im Spiegelbild;
schnittplatz"
601,"Germany","2017-08-01","Frankfurter Rundschau","Print","Protest gegen Essen"
602,"UK","2016-05-03","The Guardian","Print","Peter Dutton accuses refugee advocates of encouraging suicide on Nauru;
The immigration minister says 'by providing false hope to these people
[advocates] really are to be condemned'"
603,"Germany","2004-11-13","Frankfurter Rundschau","Print","PORTRÄT   ;
Aufsteiger"
604,"Germany","2014-10-13","Spiegel Online","Online","Ägyptische Gastarbeiter protestieren in Saudi-Arabien;"
605,"Spain","2016-03-18","El Pais","Print","El tribunal de la UE avala la expulsión de asilados a Serbia"
606,"UK","2013-10-03","The Guardian","Print","Qatar: Migrant's story: Lured by a job, but driven to despair by accident and
two years of legal battles"
607,"Germany","2015-11-19","Frankfurter Rundschau","Print","Ruckzuck zurück"
608,"Germany","2014-05-07","Frankfurter Rundschau","Print","Der Traum von Brüssel"
609,"UK","2014-06-26","telegraph.co.uk","Online","UK has had fastest growing population in Europe for a decade;
Fastest growth in Europe takes UK population to 64.1 million with half of the
increase since 1964 in the last 12 years alone, ONS figures show"
610,"UK","2015-04-20","The Daily Telegraph","Print","Seven hundred drown in Mediterranean's worst migrant disaster"
611,"Spain","2016-04-07","ABC","Print","Bruselas presenta su plan para reformar el derecho de asilo"
612,"Spain","2003-06-12","El Pais","Print","El Rey senala Rumania como la prioridad de Espana en el Este"
613,"Spain","2015-06-02","El Pais","Print","PRESIÓN MIGRATORIA SOBRE GRECIA."
614,"Germany","2011-07-28","taz","Print","LESERINNENBRIEFE"
615,"Germany","2015-11-21","taz","Print","die tageszeitung | Rudi-Dutschke-Str. 23 | 10969 Berlin | briefe@taz.de |
www.taz.de/ZeitungDie Redaktion behält sich Abdruck und Kürzen von
LeserInnenbriefen vor . Die veröffentlichten Briefe geben nicht unbedingt die
Meinung der taz wieder.;
leserinnenbriefe"
616,"UK","2016-05-12","The Daily Telegraph","Print","Immigrants are 'far more likely' to start firms than British born"
617,"UK","2015-07-09","The Guardian","Print","The Invisible review - passionate legal-aid drama needs cross-examination;
Bush, London Rebecca Lenkiewicz's entertaining play about the cruel impact of
cuts to the legal-aid budget would be stronger if it interrogated its material
rather more"
618,"UK","2017-11-27","telegraph.co.uk","Online","Penny Mordaunt announces extra £12m in aid for Rohingya crisis as Pope prepares
for visit"
619,"Germany","2016-06-03","Frankfurter Rundschau","Print","Umbauen für Integration"
620,"Spain","2008-07-23","ABC","Print","La Generalitat destina 200 millones de euros a las políticas de inmigración"
621,"Germany","2010-11-26","taz","Print","Die Eroberung von Flensburg;
ZUGEHÖRIGKEIT Eine Ausstellung auf dem Museumsberg Flensburg zeigt, wie es dem
NDR nach dem Krieg gelang, norddeutsche Identität zu stiften. Viele Flüchtlinge
wären damals lieber dänisch geworden"
622,"Germany","2005-12-23","Frankfurter Rundschau","Print","TILK besetzt fast alle Posten   ;
Ausländerbeirat hat gewählt"
623,"UK","2014-10-28","The Guardian","Print","Random acts of kindness can make the world a better place;
Rather than shooing away the homeless we should offer them a cup of tea. That is
what's wrong with Britain - not the presence of Polish plumbers"
624,"Spain","2016-05-12","El Pais","Print","RIVERA, CON LOS REFUGIADOS."
625,"Spain","2013-12-17","ABC","Print","Los «tories» plantean limitar el número de inmigrantes en la UE;
Fuertes críticas a la posibilidad de reducir las llegadas a 75.000 comunitarios
al año"
626,"Spain","2005-03-29","El Pais","Print","La regularizacion de inmigrantes por parentesco pasa de siete a 104.000 en cinco
anos"
627,"Spain","2015-08-27","ABC","Print","Hungría envía 2.000 policías a su frontera con Serbia para frenar la
inmigraciónHungría envía 2.000 policías a su frontera con Serbia para frenar la
inmigración"
628,"UK","2008-08-22","The Daily Telegraph","Print","Eastern European slowdown"
629,"UK","2017-05-15","The Guardian","Print","The world must unite like a 'flock of geese', says China's Xi Jinping;
President urges the world to cooperate, as Germany warns it could refuse to sign
up to the Belt and Road initiative unless free tenders are guaranteed"
630,"Germany","2011-06-08","Frankfurter Rundschau","Print","Afghanischer Lokalpolitiker gesteinigt;"
631,"Spain","2016-02-20","El Pais","Print","La UE alcanza un acuerdo para evitar la salida de Reino Unido"
632,"Germany","2015-10-17","Frankfurter Rundschau","Print","Die Stadt reinigen"
633,"UK","2009-03-12","The Guardian","Print","Reply: Letters and emails: Gibraltar's treatment of migrant workers"
634,"Germany","2005-02-02","Frankfurter Rundschau","Print","Ausländeramt    ;
Längere Sprechzeiten und fünf neue Stellen"
635,"Germany","2009-11-04","taz","Print","Der Weg nach Deutschland"
636,"Spain","2002-05-30","El Pais","Print","FUERTEVENTURA ACOGE A 34 INMIGRANTES EN EL CENTRO QUE SUSTITUIRA A LA VIEJA
TERMINAL"
637,"Spain","2007-12-11","ABC","Print","Cada menor inmigrante le cuesta a la Junta 113 euros al día"
638,"Spain","2007-09-12","ABC","Print","Un fenómeno competencia exclusiva del Gobierno"
639,"Spain","2011-04-06","El Mundo","Print","Jolie tiende su mano a los refugiados del conflicto libio"
640,"Germany","2012-09-10","Frankfurter Rundschau","Print","Gemeinsam feiern;
Internationales Essen, Tanz und Gespräche über Migration beim Kulturfest der
Nationen"
641,"Germany","2012-06-12","taz","Print","Bares für Flüchtlinge;
SOZIALES Lebensmittelgutscheine sollen die Ausnahme bleiben. Alles gut ist damit
dennoch nicht: Viele bekommen kein Geld, weil das Ausländeramt sie warten lässt"
642,"Germany","2005-03-07","taz","Print","Gewalt im Namen der Ehre gibt es nicht;
1.000 Menschen demonstrierten am Samstag gegen Gewalt an Frauen. Anlass war der
Mord an der 23-jährigen Hatun Sürücü. Die meisten Teilnehmer waren weiblich und
weiß. Der MigrantInnenanteil war gering, Männer fehlten"
643,"Germany","2017-07-27","ZEIT Online","Online","Macron will Flüchtlingshotspots in Libyen noch in diesem Sommer;
Frankreich will in Libyen Registrierungsstellen für Asylbewerber errichten - zur
Not auch ohne EU und innerhalb der kommenden Wochen. In Brüssel ist man
überrascht."
644,"UK","2016-06-14","telegraph.co.uk","Online","Labour rift over migration deepens as Tom Watson calls for freedom of movement
rules to be reformed"
645,"Germany","2015-08-29","Welt Online","Online","Flüchtlingsdrama;
71 Leichen aus Lkw geborgen - drei Festnahmen"
646,"Spain","2004-01-28","El Pais","Print","Nestor Kirchner convence a la CEOE de que representa una nueva Argentina"
647,"Germany","2016-02-02","taz","Print","Flüchtlinge nicht länger willkommen;
Drohende Räumung In einem seit November besetzten Ex-Gewerkschaftshaus in
Göttingen wohnen auch Flüchtlinge. Der DGB-Landeschef nennt die Aktion
Gutmenschentum : Geflüchtete seien hier fehl am Platz"
648,"Spain","2011-05-07","El Pais","Print","El PP catalán quiere la expulsión de los extranjeros delincuentes"
649,"UK","2016-09-20","mirror.co.uk","Online","Theresa May set to defend Brexit as she addresses world leaders in New York
today;
Mrs May will also tell leaders new threats such as global terrorism, mass
migration and modern slavery need an international response"
650,"Spain","2006-05-25","El Pais","Print","Interior adopta medidas de urgencia ante la ola de robos violentos en chales"
651,"UK","2016-05-27","The Guardian","Print","Berlin museums' refugee guides scheme fosters meeting of minds;
Syrian and Iraqi refugees to provide tours for emigrants to make cultural
connections between Germany and their own"
652,"Germany","2006-05-02","taz","Print","1. Mai mal anders;
Gegen unsichere Lebensbedingungen: Mayday-Paraden in Hamburg und Berlin
verbinden Politik mit Karneval"
653,"UK","2016-01-08","Daily Mirror","Print","Mayor misery for German women after sex attacks"
654,"Spain","2015-04-07","ABC","Print","El ministro de Trabajo, a la caza de ilegales en el aeropuertoEl ministro de
Trabajo «caza» ilegales en el aeropuerto"
655,"Spain","2005-05-26","El Pais","Print","Camps y Matas exigen al Gobierno que atienda la inmigracion y el coste de la
Sanidad"
656,"Spain","2005-06-02","El Pais","Print","El PP asegura que ha percibido movimientos poco ortodoxos en el manejo de los
votos de la emigracion"
657,"Spain","2016-06-16","El Pais","Print","La emigrada ficticia de Podemos"
658,"Germany","2016-03-10","Frankfurter Rundschau","Print","Der Wolf ist zurück"
659,"UK","2011-04-12","The Daily Telegraph","Print","Our perilous voyage to help besieged rebels at the heart of Libya's struggle;
Libya crisis"
660,"UK","2010-06-27","Daily Mirror","Print","REFUGEE NUMBERS PLUMMET"
661,"UK","2016-05-05","The Guardian","Print","Radiohead's Burn the Witch may be critique of refugee crisis, says animator;
Virpi Kettu suggests the band's latest video and title could allude to the
'blaming of different people'"
662,"Spain","2016-03-19","ABC","Print","Con los refugiados, algo no encaja"
663,"UK","2017-02-21","mirror.co.uk","Online","Fears 74 dead migrants washed ashore may have been murdered as they fled their
homes;
WARNING GRAPHIC IMAGES The 71 men and three women who drowned at the weekend are
likely to be from sub-Sahara"
664,"Germany","2009-10-29","Frankfurter Rundschau","Print","Auf dem Rad zu mehr Teilhabe;
Dietzenbach Der Verein Zusammenleben der Kulturen bringt Migrantinnen das Radeln
bei"
665,"Spain","2009-03-20","El Mundo","Print","Las Cajas piden un plan hipotecario como el de Obama;
La ceca reconoce excesos en la concesión de créditos a inmigrantes"
666,"Germany","2007-04-25","Spiegel Online","Online","Putin-Kritikerin bittet um Asyl in Großbritannien"
667,"Germany","2001-12-06","taz","Print","Folgenreicher Asylantrag"
668,"UK","2015-06-13","The Daily Telegraph","Print","Romanian migrants turn their families into thugs'"
669,"Spain","2001-05-06","El Pais","Print","RASHA CONSIDERA LA IMPUREZA MUSICAL UN PROCESO INEVITABLE LA CANTANTE SUDANESA
PUBLICA SU SEGUNDO DISCO, 'LET ME BE'"
670,"Spain","2015-08-11","ABC","Print","Al fondo hay más"
671,"UK","2016-02-26","The Daily Telegraph","Print","Howard snubs PM and calls for Brexit"
672,"UK","2017-08-11","Metro","Print","African migrants land on beach and run off past holidaymakers"
673,"UK","2016-12-08","mirror.co.uk","Online","'Senseless violence' as leather-jacketed thug kicks woman down subway stairs and
she lands on her FACE;
The unprovoked attack shows four men target a stranger in public in a brutal
assault that sends her to hospital"
674,"Spain","2015-10-22","ABC","Print","La reportera que agredió a varios refugiados quiere instalarse en Rusia"
675,"UK","2016-07-11","telegraph.co.uk","Online","Post-Brexit Britain will offer more for start-ups"
676,"Spain","2014-08-14","ABC","Print","Marruecos admite «disfunciones» y España refuerza las fronteras con 475 agentes;"
677,"UK","2017-09-06","Daily Mirror","Print","We had a normal home, a peaceful life.. but then this became our reality;
pain of syrian refugees"
678,"Germany","2015-06-20","Welt Online","Online","Aktion am Kanzleramt;
Leichen-Spektakel überschreitet moralische Grenze"
679,"Germany","2017-08-21","Welt Online","Online","Townhall-Meeting;
Hier erinnern Bürger Merkel an die Grenzen ihrer Macht"
680,"Spain","2010-01-24","ABC","Print","Inmigracion y fanatismo"
681,"Germany","2015-06-18","Frankfurter Rundschau","Print","Kein Änderungsbedarf"
682,"Spain","2016-04-22","El Pais","Print","Los países del sur se unen contra el plan de Berlín para limitar los bonos en
manos de la banca"
683,"Germany","2009-02-18","Frankfurter Rundschau","Print","Bio-Barock im Jagdschloss;
Mörfelden-Walldorf Erster Pavillon saniert"
684,"Spain","2011-02-02","El Mundo","Print","No a la deportación de saharauis"
685,"UK","2015-05-04","The Daily Telegraph","Print","The universal message after May 7 has to be: Britain is open for business;
Letters to the Editor"
686,"Spain","2014-03-12","El Pais","Print","Los pasaportes robados sacan a la luz un agujero de seguridad fronteriza"
687,"Spain","2000-07-02","El Pais","Print","AMNISTIA INTERNACIONAL DESTACA EL AVANCE DE SU CAUSA EN EL MUNDO HUMAN RIGHTS
WATCH DENUNCIA QUE OCCIDENTE HA DEJADO DE PRESIONAR EN CHINA"
688,"Germany","2016-04-06","Frankfurter Rundschau","Print","Wandern mit Flüchtlingen"
689,"Spain","2009-02-16","El Pais","Print","De Camerún a las listas del PP"
690,"UK","2015-02-21","The Daily Telegraph","Print","WHAT TO WATCH;
TUESDAY 24 FEBRUARY"
691,"Germany","2000-12-07","Die Welt","Print","EU-Gipfel: Schröder will auf Vetorecht verzichten;
Kanzler kompromissbereit - Besuch in Polen"
692,"UK","2016-03-13","mirror.co.uk","Online","Top Tory's heartless plan to put pensioners to work picking fruit;
Owen Paterson put forward the idea as a way of cutting eastern European
immigration and even said they should be paid less than the minimum wage"
693,"Spain","2009-10-25","ABC","Print","Cuatro detenidos en Murcia por vender contratos para inmigrantes a mil euros"
694,"Spain","2007-11-20","ABC","Print","La Fecai insiste en que la competencia en menores inmigrantes recaiga sobre el
Estado"
695,"Germany","2004-04-06","taz","Print","Gegen Klischees über Russlanddeutsche;
Spätaussiedler aus Russland gelten vielen als gewalttätig und kriminell. Neue
NRW-Studien widerlegen die Vorurteile"
696,"Germany","2016-05-26","taz","Print","Ein Heim vor dem Aus;
Flüchtlinge Die Erstaufnahmeeinrichtung am Rohrdamm 22 in Siemensstadt wird noch
an diesem Wochenende geschlossen. Etwa 350 Geflüchtete müssen umziehen"
697,"UK","2008-04-30","Daily Mirror","Print","UNITED CHARGED UP"
698,"UK","2013-01-15","The Daily Telegraph","Print","Migrant jailed for crime unit fraud;
In Brief"
699,"Spain","2001-06-09","El Pais","Print","LA JUNTA SUBVENCIONA EN CADIZ UN PROGRAMA CONTRA LA MARGINALIDAD JUVENIL"
700,"UK","2004-09-05","Daily Mirror","Print","THE FUGITIVE..;
 WOMAN IN BOGUS MARRIAGE CASE SKIPS BAIL AND FLEES BACK HOME TO"
701,"UK","2015-09-29","The Guardian","Print","South Park depicts Donald Trump being brutally murdered;
Controversial episode skewers Republican frontrunner's immigration policy with
Trump elected as Canada's president, which prompts mass migration into US"
702,"Spain","2009-02-17","ABC","Print","El sistema de vigilancia no detectó la llegada de la patera que naufragó en
Lanzarote"
703,"Germany","2016-10-08","Frankfurter Rundschau","Print","Türkische Diplomaten bitten Berlin um Asyl"
704,"UK","2017-08-31","mirror.co.uk","Online","Six people arrested as popular Punjabi restaurant Tayyabs shut 'for illegal
working' leaving customers shocked;
A letter from Immigration Enforcement titled 'illegal working closure notice'
appeared to be posted on the window of the restaurant"
