"id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
570,"Germany","2015-07-02","taz","Print","Flüchtlinge abwehren um jeden Preis;
Abschottung Ungarn, Serbien und Österreich unterzeichnen Memorandum über
Grenzpatrouillen","Refuse refugees at any cost;
Foreclosure Hungary, Serbia and Austria sign memorandum
border patrols",0,0,1,1
571,"Germany","2016-05-26","taz","Print","Ein Heim vor dem Aus;
Flüchtlinge Die Erstaufnahmeeinrichtung am Rohrdamm 22 in Siemensstadt wird noch
an diesem Wochenende geschlossen. Etwa 350 Geflüchtete müssen umziehen","A home before the end;
Refugees The initial reception facility at Rohrdamm 22 in Siemensstadt is still under construction
closed this weekend. About 350 refugees have to move",0,0,1,0
572,"UK","2015-06-26","The Daily Telegraph","Print","Why isn't Britain, like France, sending illegal migrants back?;
Letters to the Editor","Why isn't Britain, like France, sending illegal migrants back?;
Letters to the Editor",0,0,1,1
573,"Romania","2007-03-19","Ziarul Financiar","Print","Migratia lipseste Romania de avantajul costului scazut al muncii, cred specialistii","Migration lacks Romania's advantage of low labor costs, experts say",1,1,0,0
574,"UK","2017-11-01","The Guardian","Print","We must end the terror double standards;
The White House is pushing a position of collective guilt that is completely
unlike its reaction from just weeks ago after the Las Vegas shooting","We must end the terror double standards;
The White House is pushing a position of collective guilt that is completely
unlike its reaction from just weeks ago after the Las Vegas shooting",0,0,0,1
575,"UK","2015-07-06","The Guardian","Print","Q&A panellists take Tony Abbott to task for ban on frontbenchers appearing;
Panel united across the political spectrum in criticism of prime minister for
instructing Barnaby Joyce to withdraw from the ABC program","Q&A panellists take Tony Abbott to task for ban on frontbenchers appearing;
Panel united across the political spectrum in criticism of prime minister for
instructing Barnaby Joyce to withdraw from the ABC program",0,0,0,0
576,"Poland","2004-07-11","Gazeta Wyborcza","Print","Przyznano prawa pobytu dla imigrantów poszkodowanych w madryckich zamachach","Rights of residence were granted to immigrants who were injured in Madrid attacks",0,0,0,1
577,"Hungary","2015-08-28","Magyar Idök","Print","Visszatoloncoltak Csongrádban","Visszatoloncoltak Csongrád",0,0,1,1
578,"Poland","2012-01-05","Gazeta Wyborcza","Print","Syryjska Wolna Armia traci cierpliwość","The Syrian Free Army loses patience",0,0,0,0
579,"Poland","2011-04-26","Gazeta Wyborcza","Print","Wieszcz rodzi się w pod Pałacem?","The bard is born under the Palace?",0,0,0,0
580,"Hungary","2010-10-26","Nepszabadsag","Print","Az unió határőröket küld Görögországba","The union will send border guards to Greece",0,1,0,1
581,"Germany","2016-05-23","Frankfurter Rundschau","Print","Merkel kommt mit schwerem Gepäck","Merkel comes with heavy luggage",0,1,0,0
582,"Romania","2016-01-20","Ziarul Financiar","Print","Peter Szijjarto: Ungaria poate construi imediat gard la frontiera cu România","Peter Szijjarto Hungary can immediately build fence on border with Romania",0,0,0,0
583,"Spain","2000-06-01","El Pais","Print","AYUNTAMIENTO, JUNTA Y GOBIERNO PAGARAN POR IGUAL LOS ENTIERROS DE LOS
INMIGRANTES;
 LA DEUDA CON LAS FUNERARIAS DE ALGECIRAS SUPERA LOS CINCO MILLONES","CITY COUNCIL, BOARD AND GOVERNMENT WILL PAY FOR THEIR EQUIPMENT BETWEEN THE
IMMIGRANTS
THE DEBT WITH THE FUNERARIES OF ALGECIRAS EXCEEDS FIVE MILLION",1,0,1,0
584,"Spain","2003-12-24","El Mundo","Print","Extranjeros de vuelta.","Foreigners back.",1,0,0,0
585,"Spain","2011-10-26","El Pais","Print","90 días al raso viviendo en un limbo legal","90 days in the open living in a legal limbo",0,0,0,0
586,"Poland","2007-07-16","Gazeta Wyborcza","Print","Głosuj na „Imprezę Lata 2007. Może na festiwal teatralny w Węgajtach?","Vote for the Summer Party 2007.  Perhaps for a theater festival in Węgajty?",0,0,0,0
587,"Spain","2017-07-06","El Pais","Print","La peor tragedia de la última década","The worst tragedy of the last decade",0,0,0,0
588,"UK","2017-02-10","telegraph.co.uk","Online","Berlin Christmas market attacker was a 'ladies man and a charmer' before being
radicalised in prison","Berlin Christmas market attacker was a 'ladies man and a charmer' before being
radicalised in prison",0,1,0,1
589,"Hungary","2008-06-14","Nepszabadsag","Print","Lassan üt Arigona Zogaj órája","Slowly beat Arigona Zogaj hours ago",0,0,0,0
590,"Hungary","2016-09-29","Magyar Hirlap","Print","Soltész Miklós: Racionális döntést kell hozni","Miklós Soltész: a rational decision to be made",0,0,0,0
591,"Germany","2015-11-12","taz","Print","Wie viel Abschiebung erträgt Bremen?;
Zwingt die Asylrechtsverschärfun","How much deportation does Bremen endure?
Forces asylum law enforcement",0,0,0,0
592,"Hungary","2015-06-09","Magyar Idök","Print","Vihart kavart Ausztriában a koalíció a szélsőjobbal","Storm in the extreme right coalition in Austria",0,0,0,0
593,"Sweden","2016-03-10","Aftonbladet","Print","Bra att han ryter till - men det får nog liten effekt","Good for him to call - but it will have little effect",1,0,0,0
594,"Poland","2015-11-09","Rzeczpospolita","Print","Wojna idzie za uchodźcą","The war follows a refugee",0,1,1,0
595,"UK","2013-10-11","telegraph.co.uk","Online","We want an 'honest' debate about immigration. Fine. But give the dead of
Lampedusa a voice in it","We want an 'honest' debate about immigration. Fine. But give the dead of
Lampedusa a voice in it",1,1,1,1
596,"Sweden","2014-12-25","Aftonbladet","Print","Skärp inte kraven för familjeåterförening","Do not sharpen the family reunification requirements",0,1,1,0
597,"Spain","2009-06-16","El Mundo","Print","Barranco pide candidatos en otoÃ±o","Barranco asks for candidates in the fall",1,0,1,0
598,"Hungary","2017-11-15","Magyar Hirlap","Print","Biztonságot ígér Szydlo","Security promises Szydlo",0,0,0,0
599,"Germany","2016-11-18","Frankfurter Rundschau","Print","Nur Deutsch auf Schulhof","Only German in the schoolyard",0,0,1,0
600,"Germany","2017-04-20","Welt Online","Online","Flüchtlingsbeauftragter verteidigt Doppelpass","Refugee Commissioner defends double pass",0,0,0,0
601,"Romania","2015-09-09","Ziarul Financiar","Print","Merkel: Trebuie să obligăm statele UE să primească refugiaţi . Avem nevoie de un acord care să îi constrângă","Merkel: Trebuie să obligăm statele UE să primească refugiaţi . Avem nevoie de un acord care să îi constrângă",0,0,0,0
602,"Sweden","2002-12-07","Expressen","Print","KOMMENTAR. Sopopera","COMMENT. Sopopera",0,1,0,0
603,"Poland","2013-01-30","Gazeta Wyborcza","Print","Wielka amnestia w USA","Great amnesty in the USA",0,1,0,1
604,"Poland","2016-06-02","Rzeczpospolita","Print","Jezuici opuszczają TVP","The Jesuits leave TVP",0,0,0,0
605,"Sweden","2006-04-08","Dagens Nyheter","Print","USA dröjer med ny immigrationslagstiftning","The United States is delaying new immigration legislation",0,1,0,1
606,"UK","2015-12-07","mirror.co.uk","Online","Boris Johnson says Britain should join forces with brutal Syrian dictator Bashar
al-Assad to defeat ISIS;
The Mayor of London says Cameron's claim of 70,000 ground troops in Syria may
have been exaggerated","Boris Johnson says Britain should join forces with brutal Syrian dictator Bashar
al-Assad to defeat ISIS;
The Mayor of London says Cameron's claim of 70,000 ground troops in Syria may
have been exaggerated",0,0,0,0
607,"Spain","2015-10-08","El Pais","Print","SECTION: INTERNACIONAL; Base; Pág. 3","SECTION: INTERNATIONAL; Base; P. 3",0,0,0,0
608,"Spain","2015-09-01","El Pais","Print","España, entre los países que menos peticiones reciben","Spain, among the countries that receive fewer petitions",0,0,0,0
609,"Spain","2008-08-27","El Pais","Print","La UE ve amenazadas las pensiones por el envejecimiento demográfico","The EU sees pensions threatened by demographic aging",1,1,1,0
610,"UK","2016-10-28","telegraph.co.uk","Online","Increase in Migrants Sleeping Rough in Paris After Calais Closure","Increase in Migrants Sleeping Rough in Paris After Calais Closure",0,0,0,0
611,"Sweden","2006-03-18","Dagens Nyheter","Print","Detta har hänt","This has happened",0,0,0,0
612,"Spain","2001-07-19","El Pais","Print","EL CAOS","THE CHAOS",0,0,1,1
613,"Spain","2016-12-03","El Pais","Print","Radicalizados en casa","Radicalized at home",0,0,0,0
614,"UK","2016-02-16","The Guardian","Print","Refugees are becoming Russia's weapon of choice in Syria;
Turkey sees targeting of civilian hubs as a deliberate attempt to create mass
outflow of people and vacuum for pro-Assad forces to fill","Refugees are becoming Russia's weapon of choice in Syria;
Turkey sees targeting of civilian hubs as a deliberate attempt to create mass
outflow of people and vacuum for pro-Assad forces to fill",0,0,0,0
615,"Poland","2015-11-27","Rzeczpospolita","Print","Zamiast mini-Schengen więcej Europy","Instead of a mini-Schengen area of ​​Europe more",0,0,0,1
616,"Spain","2005-12-02","El Pais","Print","El PP de la Diputacion de Alicante exige a Zapatero que subvencione con 100
euros a cada inmigrante censado","The PP of the Diputacion de Alicante demands Zapatero to subsidize with 100
euros to each registered immigrant",1,0,1,0
617,"Germany","2016-03-18","taz","Print","Der Zahnmedizinstudent;
Abdul Abbasi ist 21 Jahre alt un","The dentist student;
Abdul Abbasi is 21 years old",0,1,1,0
618,"Sweden","2012-09-25","Aftonbladet","Print","Bestämmer Haddiles öde - utan möte","Determines Haddile's fate - without meeting",0,0,0,0
619,"Spain","2015-11-21","El Pais","Print","La UE aprueba reforzar el control de sus fronteras a petición de Francia","The EU approves to reinforce the control of its borders at the request of France",0,0,0,1
620,"Germany","2011-07-28","taz","Print","LESERINNENBRIEFE","READERS LETTERS",0,0,0,0
621,"Poland","2015-11-10","Gazeta Wyborcza","Print","Niepodległość pod rasistowską flagą","Independence under the racist flag",0,0,0,0
622,"Romania","2015-08-27","Jurnalul National","Print","Criza refugiaţilor alarmează România","Crisis refugees alarms Romania",0,0,0,0
623,"Germany","2002-02-27","taz","Print","Die PDS setzt ihr Pokerface auf;
Genossen suchen nach einem eleganten Weg, das Einwanderungsgesetz zu
unterstützen","The PDS puts her poker face on;
Comrades are looking for an elegant way to immigration law
support",0,0,0,0
624,"Sweden","2002-11-11","Dagens Nyheter","Print","Gripandet på Migrationsverket: Brev lurade 23-åringen i fällan","The arrest at the Migration Board: Letter fooled the 23-year-old in the trap",0,0,0,1
625,"Sweden","2007-04-17","Dagens Nyheter","Print","Människosmuggling spränger polisbudget","Human trafficking blows the police budget",1,0,0,1
626,"Hungary","2016-09-03","Nepszava","Print","Orbán politikai játszmát űz","Orban is playing a political game",1,0,0,0
627,"Germany","2007-06-20","Spiegel Online","Online","Es gibt bei uns keine Demokratie","There is no democracy here",0,0,1,0
628,"Romania","2015-05-05","Romania Libera","Print","Solicitare către Ponta din partea Organizației Internaționale pentru Migrație","Ponta request to the International Organization for Migration",1,0,0,0
629,"Spain","2017-01-08","El Pais","Print","A Trump hay que darle una oportunidad y juzgarle después","Trump must be given an opportunity and judged later",0,0,0,0
630,"Hungary","2017-02-28","Magyar Hirlap","Print","A titkosszolgálat szerint Olaszországban is lecsaphatnak a terroristák","According to the Secret Service may strike the terrorists in Italy",0,0,0,1
631,"Germany","2015-02-11","taz","Print","Schills Erben und der nette Kruse;
HAMBURG-WAHL Am Sonntag könnte die AfD erstmals in ein westdeutsches Parlament
einziehen. Ihr Chef gibt sich moderat, aber andere Kandidaten sind alte Bekannte","Schill's heirs and the nice Kruse;
HAMBURG ELECTION On Sunday, the AfD could for the first time enter a West German parliament
move in. Your boss is moderate, but other candidates are old acquaintances",1,1,1,0
632,"Sweden","2003-08-02","Svenska Dagbladet","Print","Nadinas utvisning skjuts upp","Nadina's expulsion is postponed",0,0,1,0
633,"UK","2005-10-01","The Daily Telegraph","Print","'Iron Lady' wants to kick out foreign petty crooks","'Iron Lady' wants to kick out foreign petty crooks",0,0,0,1
634,"Spain","2008-01-21","ABC","Print","Cañizares: «La emigración requerirá un orden internacional más justo»","Cañizares: «Emigration will require a fairer international order»",0,0,0,0
635,"Sweden","2006-10-23","Dagens Nyheter","Print","Lamine Dieng vill se blandade lärarrum","Lamine Dieng wants to see mixed teacher rooms",0,1,1,0
636,"Hungary","2016-01-02","Magyar Hirlap","Print","Szilveszter a terror árnyékában","New Year's Eve in the shadow of terror",0,0,0,1
637,"Germany","2016-10-01","Spiegel Online","Online","Liebe Leserin, lieber Leser,","Dear reader,",0,0,0,0
638,"UK","2014-11-06","The Daily Telegraph","Print","Northerners are taking the road south","Northerners are taking the road south",0,0,0,0
639,"Hungary","2016-07-22","Magyar Hirlap","Print","Egymással is harcolnak a migránsok","Another is fighting for migrants",0,0,0,1
640,"Germany","2016-06-20","ZEIT Online","Online","65 Millionen Menschen sind weltweit auf der Flucht;
Jeder 113. Mensch auf der Erde sucht derzeit Asyl, ist Flüchtling oder
binnenvertrieben. So viele wie nie zuvor. Das zeigt der Jahresbericht des UN-
Flüchtlingswerk.","65 million people are on the run worldwide;
Every 113th person on earth is currently seeking asylum, is a refugee or
internally displaced. As many as never before. This is shown by the annual report of the UN
Refugees.",1,1,0,0
641,"Germany","2000-05-18","taz","Print","einwanderung","immigration",0,1,0,0
642,"Hungary","2013-05-30","Magyar Hirlap","Print","A problémák fő eredője a hálapénz","The main resultant problems gratuities",0,1,0,0
643,"Poland","2012-09-06","Gazeta Wyborcza","Print","Walczy, by w Norwegii mogła mówić po polsku","He fights to speak in Norway in Polish",0,1,0,0
644,"UK","2013-03-29","telegraph.co.uk","Online","MPs want immigrant ban to save British jobs;
Britain should be able to block immigration from other EU countries during the
current period of high unemployment, according to a group of influential MPs.","MPs want immigrant ban to save British jobs;
Britain should be able to block immigration from other EU countries during the
current period of high unemployment, according to a group of influential MPs.",1,1,1,0
645,"Hungary","2017-03-09","Nepszava","Print","Brüsszel kérdőre vonja a kormányt","Brussels involves the government to task",0,0,0,1
646,"Germany","2015-04-08","Frankfurter Rundschau","Print","Personal für Deutschkurse","Staff for German courses",0,0,1,0
647,"Poland","2017-12-27","Rzeczpospolita","Print","Chrześcijańskie Niemcy","Christian Germany",0,0,0,0
648,"Spain","2015-04-14","El Mundo","Print","La mayoría, a favor de las devoluciones en caliente de inmigrantes","The majority, in favor of the hot returns of immigrants",0,0,0,0
